date_attr,plant_code,loc_id,R2,status
2018-11-15,3393,404156,0.5007,good
2018-11-15,1353,445335,0.9977,good
2018-11-15,3403,83369,0.9705,good
2018-11-15,3405,427284,0.9950,good
2018-11-15,3406,62684,0.9342,good
2018-11-15,1363,441171,0.9463,good
2018-11-15,1378,445831,0.9983,good
2018-11-15,1394,24116;413853,0.9753,good
2018-11-15,1396,83352,0.9942,good
2018-11-15,1400,83350;59862,0.9839,good
2018-11-15,1402,24475,0.5489,good
2018-11-15,1404,23297;24486,0.9435,good
2018-11-15,50555,131192;23671,0.9981,good
2018-11-15,50558,86338,0.6595,good
2018-11-15,3457,30573,0.7411,good
2018-11-15,3460,30805,0.8876,good
2018-11-15,1417,23287,0.9316,good
2018-11-15,3477,22518,0.9547,good
2018-11-15,3484,27794,0.5934,good
2018-11-15,3485,28423,0.9465,good
2018-11-15,50612,83970;29063,0.6590,good
2018-11-15,7604,30534,0.9511,good
2018-11-15,7605,29761,0.9245,good
2018-11-15,50637,29723,0.8259,good
2018-11-15,56786,147277,0.9961,good
2018-11-15,56798,86503,0.9885,good
2018-11-15,56799,419541,0.9198,good
2018-11-15,56807,410474,0.9132,good
2018-11-15,54761,28584,0.9954,good
2018-11-15,56846,445380,0.9882,good
2018-11-15,7697,125206,0.5388,good
2018-11-15,7699,125115;31990,0.7045,good
2018-11-15,54805,26997,0.9918,good
2018-11-15,7710,80645;80639,0.9897,good
2018-11-15,1571,28319,0.9931,good
2018-11-15,1572,434901,0.9676,good
2018-11-15,3630,87009,0.8973,good
2018-11-15,3631,23886,0.9004,good
2018-11-15,54844,83542,0.9783,good
2018-11-15,1599,27002,0.9876,good
2018-11-15,7754,59919,0.5995,good
2018-11-15,7759,84229,0.5991,good
2018-11-15,1619,26955,0.9929,good
2018-11-15,7784,434905,0.8833,good
2018-11-15,59004,446337;445901,0.8671,good
2018-11-15,56963,436002;435861,0.9888,good
2018-11-15,56964,428352;447306,0.8397,good
2018-11-15,7813,80711,0.7603,good
2018-11-15,1682,27007,0.9920,good
2018-11-15,7826,23693,0.9916,good
2018-11-15,7829,80729,0.8758,good
2018-11-15,7834,23700,0.9982,good
2018-11-15,7835,428214;130695,0.8956,good
2018-11-15,7836,23977,0.6710,good
2018-11-15,7837,131273;23940,0.7612,good
2018-11-15,7838,23673,0.7940,good
2018-11-15,7839,425204,0.8543,good
2018-11-15,7843,21415,0.8917,good
2018-11-15,7845,404155;84693,0.9658,good
2018-11-15,7848,84239,0.6584,good
2018-11-15,3775,445366,0.8735,good
2018-11-15,7872,59983,0.7358,good
2018-11-15,57028,407986,0.8993,good
2018-11-15,57029,428696,0.7963,good
2018-11-15,7887,21423,0.9915,good
2018-11-15,59093,59848,0.9621,good
2018-11-15,7897,80641,0.9897,good
2018-11-15,3804,28328,0.9887,good
2018-11-15,55010,21345,0.9730,good
2018-11-15,55011,21344,0.9826,good
2018-11-15,7916,80707,0.9001,good
2018-11-15,7917,428619,0.9936,good
2018-11-15,55026,27010,0.9718,good
2018-11-15,7925,68136,0.9186,good
2018-11-15,7929,86201,0.8905,good
2018-11-15,7931,28664,0.9958,good
2018-11-15,55040,80724,0.9757,good
2018-11-15,55041,62680,0.7032,good
2018-11-15,55042,82484,0.9948,good
2018-11-15,50949,125485;31998,0.9290,good
2018-11-15,7946,428623,0.9996,good
2018-11-15,7948,60046,0.7848,good
2018-11-15,55061,23694,0.9957,good
2018-11-15,50966,131267,0.9472,good
2018-11-15,55063,62679;84476;59935,0.9911,good
2018-11-15,7960,62714,0.7358,good
2018-11-15,55068,29144,0.9960,good
2018-11-15,7964,84241,0.8472,good
2018-11-15,50976,125330,0.5023,good
2018-11-15,55075,22911,0.9923,good
2018-11-15,55079,62664,0.9940,good
2018-11-15,55081,59922,0.8301,good
2018-11-15,55087,59951,0.9679,good
2018-11-15,55089,24763,0.6536,good
2018-11-15,55100,32021,0.9777,good
2018-11-15,55103,28645,0.9925,good
2018-11-15,7999,29895,0.9982,good
2018-11-15,8000,86530;21461,0.9992,good
2018-11-15,8002,56126;29143,0.9940,good
2018-11-15,55107,62703,0.9846,good
2018-11-15,55110,30562,0.7269,good
2018-11-15,55111,82347,0.8425,good
2018-11-15,55124,85799;28647,0.9995,good
2018-11-15,59220,445609,0.9875,good
2018-11-15,55126,82488,0.9862,good
2018-11-15,55131,59944;84898;84902,0.9952,good
2018-11-15,8027,21459,0.9042,good
2018-11-15,55141,408303,0.8012,good
2018-11-15,55149,27012,0.9460,good
2018-11-15,55151,145793;29082;83974,0.9138,good
2018-11-15,1904,21521,0.8587,good
2018-11-15,8048,125205,0.5142,good
2018-11-15,10099,83489,0.7567,good
2018-11-15,8054,403897;62518,0.9926,good
2018-11-15,55170,62708,0.9970,good
2018-11-15,8068,85846,0.7123,good
2018-11-15,55173,432192;125375;431771;59991,0.9851,good
2018-11-15,1927,428542,0.9839,good
2018-11-15,55177,28648;85801,0.9983,good
2018-11-15,55178,84235;86174,0.9706,good
2018-11-15,55179,28662,0.9969,good
2018-11-15,55183,441626,0.9928,good
2018-11-15,6035,59988,0.9802,good
2018-11-15,55192,125257,0.8171,good
2018-11-15,55193,30603,0.9358,good
2018-11-15,6042,31992;418930;31999,0.8721,good
2018-11-15,6043,424474;125235;447810;31991,0.6649,good
2018-11-15,55197,62752,0.9960,good
2018-11-15,55198,62701,0.9348,good
2018-11-15,55199,68137,0.6054,good
2018-11-15,6046,125178,0.5180,good
2018-11-15,6055,442813,0.9367,good
2018-11-15,55211,27009,0.9794,good
2018-11-15,55212,62673,0.9951,good
2018-11-15,55215,28624,0.5413,good
2018-11-15,55218,30576,0.9784,good
2018-11-15,55220,426537;30575,0.9398,good
2018-11-15,55222,68182,0.8425,good
2018-11-15,6071,403816,0.9562,good
2018-11-15,55224,82335,0.7026,good
2018-11-15,6073,30922;24690,0.9959,good
2018-11-15,6074,85958,0.9822,good
2018-11-15,55228,84227,0.7864,good
2018-11-15,55229,84237,0.9967,good
2018-11-15,55231,30622,0.9768,good
2018-11-15,55232,403882,0.9560,good
2018-11-15,55234,84238,0.5053,good
2018-11-15,55236,84856,0.5193,good
2018-11-15,55237,84623,0.7745,good
2018-11-15,4040,60029,0.9960,good
2018-11-15,6089,82720,0.7513,good
2018-11-15,55242,24746,0.9986,good
2018-11-15,55244,23679,0.9168,good
2018-11-15,59338,85834,0.5465,good
2018-11-15,55247,28021;83615,0.5969,good
2018-11-15,55250,59950,0.8586,good
2018-11-15,55251,59941,0.7924,good
2018-11-15,55253,60013;144310,0.8841,good
2018-11-15,55267,80727,0.8815,good
2018-11-15,55269,403884;403853,0.8218,good
2018-11-15,55270,144312,0.9981,good
2018-11-15,55271,23721,0.9996,good
2018-11-15,55279,84858,0.9763,good
2018-11-15,55284,83645,0.5205,good
2018-11-15,55285,28265,0.5719,good
2018-11-15,2038,21509,0.8269,good
2018-11-15,2039,68395,0.9766,good
2018-11-15,55286,432141;125319,0.6039,good
2018-11-15,55293,62717,0.5774,good
2018-11-15,55294,32024;29149,0.9960,good
2018-11-15,55295,28657,0.9701,good
2018-11-15,2048,80601,0.4079,bad
2018-11-15,55306,28646,0.0428,bad
2018-11-15,2068,24299,0.0705,bad
2018-11-15,2070,24300,0.0000,bad
2018-11-15,55327,83858,0.1342,bad
2018-11-15,2092,84290;86398,0.3727,bad
2018-11-15,47,83149;83183,0.2762,bad
2018-11-15,6223,86329,0.2068,bad
2018-11-15,55377,83643,0.1749,bad
2018-11-15,55382,28272;447418,0.3631,bad
2018-11-15,55397,449738;30606,0.2672,bad
2018-11-15,2150,84220,0.0000,bad
2018-11-15,117,28575,0.3289,bad
2018-11-15,55418,426505;23407,0.3670,bad
2018-11-15,55419,413872,0.0000,bad
2018-11-15,126,28840,0.4336,bad
2018-11-15,55422,407138,0.0000,bad
2018-11-15,55433,28917,0.0804,bad
2018-11-15,55453,27880;27879,0.2771,bad
2018-11-15,169,23305,0.0000,bad
2018-11-15,55478,83012,0.1156,bad
2018-11-15,55496,84906,0.0000,bad
2018-11-15,55504,27861,0.0898,bad
2018-11-15,55505,27866,0.2942,bad
2018-11-15,55522,85842,0.0184,bad
2018-11-15,55524,415401;445611,0.4828,bad
2018-11-15,55544,28660,0.1573,bad
2018-11-15,2367,429088,0.0332,bad
2018-11-15,55645,27877,0.0005,bad
2018-11-15,2406,30842,0.1394,bad
2018-11-15,55654,30610,0.2675,bad
2018-11-15,55656,145801;83983;29087,0.3206,bad
2018-11-15,2411,30014,0.0821,bad
2018-11-15,55667,23942;30478,0.2183,bad
2018-11-15,2442,28768,0.0387,bad
2018-11-15,2444,28543,0.4770,bad
2018-11-15,2446,85827,0.1700,bad
2018-11-15,2454,21156,0.2121,bad
2018-11-15,55733,29928,0.3542,bad
2018-11-15,10745,84035,0.4091,bad
2018-11-15,508,27896,0.0000,bad
2018-11-15,59926,444750,0.4402,bad
2018-11-15,55833,31976,0.4197,bad
2018-11-15,55835,27882;27942,0.2011,bad
2018-11-15,544,82474;410434,0.0692,bad
2018-11-15,609,125265;441756,0.4784,bad
2018-11-15,617,125269;443431,0.2816,bad
2018-11-15,624,125294,0.0007,bad
2018-11-15,10870,417922,0.0531,bad
2018-11-15,630,125240,0.0004,bad
2018-11-15,2682,62718,0.3185,bad
2018-11-15,638,426130;80839,0.4325,bad
2018-11-15,6791,85871,0.1429,bad
2018-11-15,663,125249;125253,0.3408,bad
2018-11-15,675,125379,0.0000,bad
2018-11-15,55976,30611;449742,0.4902,bad
2018-11-15,688,125318,0.1583,bad
2018-11-15,689,125407,0.0054,bad
2018-11-15,693,125304,0.3944,bad
2018-11-15,56013,21458,0.0468,bad
2018-11-15,56017,29882,0.0000,bad
2018-11-15,56047,449951,0.0000,bad
2018-11-15,2847,30584,0.1673,bad
2018-11-15,2854,83610,0.1224,bad
2018-11-15,2869,83609,0.0000,bad
2018-11-15,50006,447312;450249;447311,0.1494,bad
2018-11-15,56151,86063,0.0913,bad
2018-11-15,862,436305;422965;85382,0.3279,bad
2018-11-15,52072,447143,0.3419,bad
2018-11-15,52085,428996,0.0000,bad
2018-11-15,7082,425751;29007,0.2920,bad
2018-11-15,56237,29027,0.1112,bad
2018-11-15,56238,68141,0.4240,bad
2018-11-15,3008,405440,0.0169,bad
2018-11-15,50134,29040;145811;83999,0.0663,bad
2018-11-15,56283,24853,0.0794,bad
2018-11-15,7137,20096,0.0279,bad
2018-11-15,1048,84724,0.0000,bad
2018-11-15,3148,130633,0.1669,bad
2018-11-15,54365,31980,0.0204,bad
2018-11-15,7281,86393,0.4653,bad
2018-11-15,56445,27925,0.0000,bad
2018-11-15,7302,125177;31988,0.3800,bad
2018-11-15,56458,28857,0.1613,bad
2018-11-15,54426,125133,0.3825,bad
2018-11-15,7325,85012,0.0606,bad
2018-11-15,7345,125114,0.0075,bad
2018-11-15,3254,404823,0.0000,bad
2018-11-15,50389,83249,0.0000,bad
2018-11-15,1239,86328,0.0508,bad
2018-11-15,7393,27719,0.0003,bad
2018-11-15,1252,86367,0.4564,bad
2018-11-15,56556,405736,0.1059,bad
2018-11-15,56564,428460,0.0962,bad
2018-11-15,3325,83011,0.0608,bad
2018-11-15,1279,85877,0.1762,bad
2018-11-15,7425,84198,0.3844,bad
2018-11-15,1295,85913,0.0008,bad
2018-11-15,56603,442920;443194;68293,0.0139,bad
2018-11-15,1308,86070,0.0000,bad
2018-11-15,7456,28477,0.2631,bad
2018-11-15,50494,83969;145787;29046,0.1774,bad
2018-11-15,1355,62584,0.1038,bad
2018-11-15,1383,404170,0.0715,bad
2018-11-15,1393,62451;24335,0.3545,bad
2018-11-15,3441,30826,0.3538,bad
2018-11-15,1403,24118,0.4602,bad
2018-11-15,3456,28451,0.0994,bad
2018-11-15,1416,430523;425887,0.0020,bad
2018-11-15,3476,24504,0.4592,bad
2018-11-15,3478,22512,0.4998,bad
2018-11-15,1443,423898,0.0000,bad
2018-11-15,1449,404034,0.0000,bad
2018-11-15,1464,30341,0.4616,bad
2018-11-15,50662,62535,0.0278,bad
2018-11-15,50707,27735,0.1072,bad
2018-11-15,7709,23944,0.2835,bad
2018-11-15,7749,30543,0.4097,bad
2018-11-15,7763,59942,0.3023,bad
2018-11-15,7768,80851,0.3510,bad
2018-11-15,7783,130993,0.1259,bad
2018-11-15,56948,421560,0.0143,bad
2018-11-15,1660,27024;26939,0.0117,bad
2018-11-15,7818,84212,0.2442,bad
2018-11-15,7825,84976;84862,0.0492,bad
2018-11-15,7842,84846,0.1754,bad
2018-11-15,7846,80760,0.1118,bad
2018-11-15,7863,82237,0.1943,bad
2018-11-15,7873,31996;125415,0.4171,bad
2018-11-15,3797,83508,0.1485,bad
2018-11-15,7902,24568,0.0000,bad
2018-11-15,57075,427981;427983,0.4528,bad
2018-11-15,55031,56125,0.2453,bad
2018-11-15,7928,84247,0.3794,bad
2018-11-15,3845,29883;29885,0.0000,bad
2018-11-15,55048,27011,0.1349,bad
2018-11-15,7953,29874,0.4704,bad
2018-11-15,55064,28613,0.0449,bad
2018-11-15,50969,432121,0.0046,bad
2018-11-15,55065,21393;21506;28605,0.4950,bad
2018-11-15,7967,28670,0.0060,bad
2018-11-15,7975,28678,0.1151,bad
2018-11-15,7984,431435,0.3991,bad
2018-11-15,55099,24681,0.3744,bad
2018-11-15,8015,23344,0.0564,bad
2018-11-15,55123,83852,0.0192,bad
2018-11-15,51030,26961,0.2217,bad
2018-11-15,55129,85841,0.1607,bad
2018-11-15,55135,428750,0.2126,bad
2018-11-15,55148,404178,0.0013,bad
2018-11-15,6002,80669,0.0070,bad
2018-11-15,8049,31989,0.3836,bad
2018-11-15,8056,24477,0.0000,bad
2018-11-15,55164,403821,0.0101,bad
2018-11-15,55165,82522;30347;24710,0.3290,bad
2018-11-15,55176,24750,0.4459,bad
2018-11-15,55182,83993;29083;145807,0.4159,bad
2018-11-15,55188,68132,0.0000,bad
2018-11-15,55201,408098,0.0000,bad
2018-11-15,55202,84968;84838,0.1918,bad
2018-11-15,55204,84832,0.0000,bad
2018-11-15,55210,28673,0.0350,bad
2018-11-15,4014,82233;82235,0.3842,bad
2018-11-15,6064,86066,0.3915,bad
2018-11-15,55221,84844,0.0000,bad
2018-11-15,55230,84970;84860,0.0020,bad
2018-11-15,55233,68027,0.2732,bad
2018-11-15,59325,449612,0.0000,bad
2018-11-15,59326,450370;450687,0.0708,bad
2018-11-15,4042,444742,0.0000,bad
2018-11-15,55263,130992,0.1316,bad
2018-11-15,55264,59947,0.0102,bad
2018-11-15,6124,80746;432010,0.0030,bad
2018-11-15,4078,59281,0.0000,bad
2018-11-15,55282,28644,0.0343,bad
2018-11-15,2051,404021,undefined,N/A
2018-11-15,55303,83394,undefined,N/A
2018-11-15,55318,125225,undefined,N/A
2018-11-15,168,23322,undefined,N/A
2018-11-15,173,403898,undefined,N/A
2018-11-15,6142,23314,undefined,N/A
2018-11-15,55498,59747,undefined,N/A
2018-11-15,55642,425757,undefined,N/A
2018-11-15,59906,449610,undefined,N/A
2018-11-15,59913,449203,undefined,N/A
2018-11-15,897,82343,undefined,N/A
2018-11-15,2958,85042,undefined,N/A
2018-11-15,60302,446782,undefined,N/A
2018-11-15,56235,82349,undefined,N/A
2018-11-15,3152,445979;446789,undefined,N/A
2018-11-15,3159,29996,undefined,N/A
2018-11-15,54571,68048,undefined,N/A
2018-11-15,54578,29454,undefined,N/A
2018-11-15,1450,413841,undefined,N/A
2018-11-15,56769,425784,undefined,N/A
2018-11-15,3526,28587;21300,undefined,N/A
2018-11-15,1626,446184,undefined,N/A
2018-11-15,51000,82325,undefined,N/A
2018-11-15,7995,425415,undefined,N/A
2018-11-15,55145,30555,undefined,N/A
2018-11-15,55209,27900,undefined,N/A
